emp_title,emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest
senior title officer,10,CA,RENT,16.43,275000,13,198460,110426,80000,40000,13.59,922.25,C,38090.87,1749.67
sr client service associate,10,NY,RENT,18.8,75000,13,44877,36434,10200,25000,15.05,867.25,C,22481.23,1198.62
clerk,10,SC,MORTGAGE,23.76,45000,9,92946,26817,11000,16000,15.05,381.06,C,15075.2,967.12
general manager,9,NE,MORTGAGE,32.75,46236,12,36257,29780,16500,8000,16.01,281.3,C,7469.28,306.06
caregiver,2,WI,RENT,37.36,30000,8,50081,27259,2800,4200,13.58,142.7,C,3911.24,150.04
president,5,FL,MORTGAGE,7.46,125000,8,227613,74309,23300,26000,15.04,619.09,C,25409.88,626.34
social worker,3,GA,RENT,9.23,52000,6,55300,58125,12400,3625,13.59,123.18,C,3204.96,190.39
ssgt,10,AR,RENT,29.62,50000,6,67576,42441,12000,23075,16.01,561.27,C,22304.57,964.7
pharmacist,8,CA,MORTGAGE,16.7,68000,26,88674,18353,43500,6000,15.05,208.14,C,5318.67,354.35
warehouse,10,AR,OWN,14.34,40000,7,21700,11265,2500,7500,15.05,260.18,C,6822.92,357.37
police officer,10,MO,OWN,38.33,50000,9,144916,26746,20200,8400,13.58,285.39,C,7822.52,266.02
hris analyst,3,TX,RENT,11.99,110000,13,121638,44509,47400,25000,14.07,582.62,C,24121.29,849.61
housekeeper,4,NC,OWN,26.03,24480,27,35700,3816,13700,12000,15.05,416.28,C,10916.71,571.8
counselor,3,CA,MORTGAGE,13.62,100000,5,266600,17478,13600,9600,12.61,321.67,C,8930.65,288.93
1st grade teacher,2,TN,MORTGAGE,28.48,45000,19,177925,53762,8900,2000,13.59,67.96,C,1768.26,105.04
production operator,4,IL,RENT,24.2,55000,21,48700,30581,10000,10500,15.05,250.07,C,10017.49,508.99
account manager,3,OH,RENT,22.48,70000,12,71326,37363,15800,12500,13.58,288.14,C,12054.96,400.52
bh care planner,10,WA,RENT,22.12,50000,11,54200,28134,25600,14400,16.01,350.26,C,13919.22,544.38
senior engineer,9,GA,MORTGAGE,22.28,145000,26,437791,154082,26200,24000,13.59,553.35,C,22854.52,1158.52
store manager,7,PA,MORTGAGE,50.51,46000,13,197513,58542,16400,22000,12.61,496.19,C,21196.6,654.35
driver,10,CA,MORTGAGE,17.11,150000,25,753199,99680,118500,16000,14.08,372.96,C,15051.88,891.65
owner,0,KS,OWN,10.34,130000,9,39929,17378,9900,20000,12.61,670.13,C,18605.56,601.94
night shift associate,4,AK,RENT,20.68,22800,3,11500,8130,3500,10000,15.04,346.85,C,9327.09,359.28
director,9,NE,MORTGAGE,17.33,70000,10,296730,50622,6000,9500,12.61,318.32,C,9060.72,190.7
server,3,NY,RENT,4.99,50000,7,37695,5988,37600,20000,12.61,670.13,C,13593.3,589.68
manager,10,GA,MORTGAGE,35,150000,29,381206,183352,124100,35000,16.01,1230.67,C,0,572.18
sr claims adjustor,10,IN,MORTGAGE,25,54000,9,227200,25341,59600,30000,12.62,1005.34,C,26477.48,1462.11
parts manager,5,WV,RENT,12.41,70000,7,22341,14943,3200,7000,16.01,246.14,C,6535.61,267.8
production manufacturing,2,OR,RENT,18.86,80000,12,71326,43288,23900,20000,13.59,679.58,C,18156.66,837.23
commercial cleaner,3,NC,RENT,5.7,24000,3,3400,3336,3400,2800,14.07,95.8,C,2608.87,94.08
driver,3,VA,MORTGAGE,11.06,35600,6,26000,13661,15100,15000,14.08,349.65,C,14111.13,847.65
realtor,2,NC,OWN,8.33,52000,3,18269,16147,5800,7000,14.07,239.49,C,5516.33,223.86
lead lab technician,10,NY,MORTGAGE,32.04,60000,20,283173,150621,57400,28000,12.61,631.51,C,26977.5,852.41
registered nurse,0,TX,RENT,5.41,54000,6,17200,10517,11600,10000,12.62,335.12,C,8825.79,494.38
regional sales manager,3,PA,MORTGAGE,28.15,130000,11,160068,79704,41000,36000,12.62,812.13,C,34238.33,1423.75
senior electronics technician,10,KS,MORTGAGE,36.1,69900,8,135682,80087,33400,6000,14.07,205.27,C,5590.48,201.6
diet clerk,10,MO,MORTGAGE,74.85,24538,12,271233,28600,14900,10000,13.59,339.79,C,9078.85,430.46
electrician,10,NY,RENT,7.85,72000,2,11500,8151,0,17000,15.05,589.73,C,15465.34,810.05
cna,2,CT,RENT,19.58,65000,14,92847,48378,21400,21000,14.07,489.4,C,20261.89,713.67
team lead,10,NC,OWN,26.4,48000,7,59731,41867,19200,10000,12.62,335.12,C,0,443.54
accounts receivable,3,CA,MORTGAGE,15.15,40000,7,29415,24976,12300,20000,15.05,476.33,C,18843.88,1208.81
manager,10,AZ,MORTGAGE,3.36,236000,12,52600,19417,25700,35000,13.59,1189.26,C,30944.76,1838.21
painter,10,CA,RENT,20.88,33395,9,26309,19046,7200,4800,14.07,164.22,C,4472.37,157.53
school health nurse,3,FL,RENT,32.29,31000,7,48467,30715,17500,16000,13.59,368.9,C,15040,872.42
senior police officer,10,CA,MORTGAGE,26.07,110000,18,444013,53744,18000,2400,13.58,81.54,C,2290.62,51.89
pe teaching fellow,0,AZ,RENT,14.44,33500,4,66747,63100,6500,4500,12.62,150.81,C,3971.58,222.47
realtor,10,MI,MORTGAGE,12.58,140000,16,81034,44076,16300,12000,14.08,410.6,C,10618.96,700.13
producer,9,OR,MORTGAGE,209.1,19000,14,363425,330087,50700,24000,12.62,541.42,C,0,532.76
helper,1,CA,RENT,25.94,39000,6,43983,21638,11800,15000,19.03,550.07,D,13388.72,1123.21
multimedia producer,10,VA,MORTGAGE,18.05,81120,10,403183,27759,8500,16000,18.06,578.93,D,14616.64,1004.6
supply management specialist,10,VA,OWN,13.72,103000,5,59085,47278,10900,8000,18.06,289.47,D,7128.82,560.12
underwriter,9,KY,OWN,23.35,85000,36,170053,88797,43800,14000,18.45,358.95,D,13562.24,610.39
asm - managee,10,MN,MORTGAGE,27.53,55000,12,148679,50530,24200,6000,18.45,218.28,D,5616.66,259.2
chef,1,NM,RENT,74.3,30000,13,118287,61334,36200,40000,17.09,996.04,D,38257.73,2203.91
teacher,3,CT,OWN,11.79,62000,12,310682,77257,12300,20000,18.06,723.66,D,17822.13,1400.3
medical assistant,8,FL,MORTGAGE,27.13,28000,8,157919,24433,8700,16000,17.09,571.17,D,14597.17,866.66
shipping supervisor,2,PA,MORTGAGE,39.77,32000,8,193706,38227,13400,11500,19.03,298.51,D,10900.59,880.98
foreman/supervisor,4,MI,MORTGAGE,25.75,85000,14,230027,62383,28900,35000,18.45,897.37,D,33905.61,1721.26
venue manager,3,TX,RENT,32.25,48000,22,79907,46532,25300,16800,18.06,427.16,D,16086.82,978.6
packing,10,SD,RENT,3.95,38000,2,2400,1559,500,10000,17.47,358.88,D,9570.3,278.35
supplier development engineer,0,AL,MORTGAGE,29.18,129000,22,309897,108002,57400,27575,17.09,686.65,D,26062.86,1868.75
program chair,5,AL,MORTGAGE,31.88,110000,29,336293,143938,29700,7800,21.45,295.68,D,6990.29,659.39
documentation supervisor,3,MA,MORTGAGE,27.08,50000,11,288973,46068,17300,26000,21.85,715.88,D,25259.29,1343.81
warehouse,10,WA,RENT,19.83,90000,8,85347,57296,13000,35000,18.45,897.37,D,33905.61,1561.84
claims specialist,9,IL,MORTGAGE,19.44,70000,10,244125,44545,33800,24000,20.39,641.08,D,23288.2,1184.25
loan officer,10,KY,MORTGAGE,11.3,55000,5,241438,20960,14200,14000,21.45,382.3,D,13457.47,969.99
fiscal assistant,2,WA,RENT,22.66,51000,21,104401,109072,9600,20000,17.47,717.75,D,0,805.21
staff assistant to the dean,7,CA,RENT,25.14,55000,7,39500,29323,19500,20000,17.09,713.96,D,18246.48,1168.78
maintenance,1,CO,MORTGAGE,3.15,78000,6,6900,6037,5000,18000,19.42,663.64,D,16864.81,836.31
recruiter,9,CA,RENT,22.82,70000,8,51124,35547,8900,16000,21.85,440.54,D,15544.18,826.96
host,0,NY,RENT,9.27,40000,8,13200,6537,7500,6800,18.06,246.05,D,6212.05,389.43
bookkeeper,5,GA,MORTGAGE,15.41,50000,11,23950,15200,3200,15000,20,397.41,D,14237.97,1208.35
sr it system eng,4,NY,MORTGAGE,27.23,64600,10,59600,41660,15300,16800,17.09,599.72,D,15327.07,910
meat manager,10,IN,MORTGAGE,15.78,40000,9,33300,19157,18000,18000,21.85,495.61,D,17487.19,930.32
corprecruiter,7,NC,MORTGAGE,25.37,69351,11,204040,42023,11200,15000,19.03,550.07,D,13721.2,937.34
over the road driver,4,WV,RENT,9.44,75000,8,43332,31897,9200,25000,19.42,921.72,D,22880.7,1540.61
fleet manager,8,FL,RENT,10.72,80000,8,29127,16679,10800,13000,21.85,357.94,D,0,86.79
night supervisor,7,MA,RENT,20.55,63000,5,28901,22100,6300,14000,20.39,373.96,D,13584.79,690.81
police officer,10,NY,MORTGAGE,31.91,67000,13,188660,57692,15200,10000,20.39,267.12,D,9703.41,482.11
logistics,10,FL,MORTGAGE,16.53,89000,5,70047,52626,5800,10000,20.39,267.12,D,9601.16,646.98
accountant,0,NV,MORTGAGE,30.09,58500,7,49234,23214,1500,30000,21.45,1137.2,D,26885.89,2278.86
correctional officer,10,OK,MORTGAGE,18.36,44393,5,166383,30594,27400,1500,21.45,56.86,D,1344.29,126.8
nuclear medicine tech,10,MD,MORTGAGE,30.31,115000,21,562169,116574,38700,32000,21.85,881.08,D,31397.74,1082.21
care giver,10,WY,OWN,20.18,77017,12,132742,35077,35000,28500,17.47,715.53,D,27584.95,1176.22
head athletic trainer,5,SC,RENT,35.4,54000,23,128249,131298,20100,13000,19.42,479.3,D,12180.12,603.99
owner,0,CT,OWN,0.84,50000,7,6200,923,4300,20000,17.47,717.75,D,18701.53,815.96
truck driver,2,WV,OWN,22.53,75000,10,93370,52121,15600,14400,17.09,358.58,D,13772.76,793.41
pretreatment technician,10,WA,RENT,23.73,80000,10,96240,83701,3600,15000,19.42,392.59,D,14385.93,923.92
manager,2,PA,MORTGAGE,6.77,130000,8,289937,20126,13300,20000,18.06,508.53,D,18930.64,1433.16
horticulturist,5,CO,MORTGAGE,22.62,32000,14,323897,21917,18800,30000,20,794.82,D,28475.94,2383.37
personal trainer,7,CA,RENT,34.72,30000,7,55131,40697,7900,10000,19.03,259.58,D,0,148.01
specialist,10,CT,RENT,21.76,52000,23,64918,28078,39100,12000,21.45,327.69,D,11413.45,1016.15
server,0,OR,RENT,7.2,15000,4,13800,13570,800,16000,17.47,574.2,D,14961.22,714.88
office manager,4,CA,RENT,34.04,50000,13,68456,30568,8300,5000,19.03,183.36,D,4462.89,366.47
"sr director, risk management",6,CA,RENT,18.33,175000,16,166863,98811,115300,35000,19.42,916.03,D,33567.23,2155.83
eligibility supervisor,10,CA,OWN,7.22,65000,7,20200,11282,5500,5175,18.45,188.26,D,4843.88,223.05
custodian,0,IN,RENT,28.68,30000,5,45715,40961,5000,5000,21.45,189.54,D,4588.47,334.71
imaging services assistant,2,AR,RENT,42.29,34000,14,88594,63202,7300,11000,21.45,300.38,D,10573.72,742.47
sales,7,AZ,MORTGAGE,45.12,40000,15,256972,82142,7700,15000,17.09,373.52,D,14177.43,1087.76
enterprise account executive,2,MA,RENT,8.51,210000,6,79976,52544,6100,12000,20.39,448.36,D,11506.93,390.06
investigative specialist,10,NV,MORTGAGE,2.42,75000,3,4700,3979,0,20000,21.85,550.68,D,19430.21,1057.97
sr consultant,4,GA,MORTGAGE,9.21,80000,12,112500,36687,75800,25000,17.09,622.53,D,23911.06,1377.44
signing instructional,10,CA,MORTGAGE,15.89,50000,10,354600,39544,52000,10000,18.06,361.83,D,3613.61,541.78
information technology,7,FL,MORTGAGE,22.78,73000,11,330937,61210,5500,30000,17.47,753.18,D,29036.82,1267.24
supervisor,10,TX,OWN,39.57,66000,16,115637,99037,12200,15000,20,397.41,D,14395.45,926.76
hr/pr administrator,4,WA,RENT,33.39,28500,9,47735,19284,32100,12500,18.45,320.49,D,12109.14,544.99
fulfillment,3,CA,RENT,14.58,30000,7,22887,18996,1500,2000,18.06,72.37,D,1782.19,142.03
assistant professor,8,TX,OWN,22.34,135000,31,470126,79894,96000,11000,19.03,403.39,D,9818.37,823.69
mechanic,10,SC,OWN,15.68,48000,9,83675,18504,15800,20000,21.45,546.15,D,19022.42,1693.59
inventory cordinator,2,GA,MORTGAGE,3.65,52000,15,246684,2548,16400,4000,21.45,151.63,D,3584.77,338.15
baker,10,WA,OWN,8.74,56000,6,21955,12719,10700,18000,21.85,495.61,D,17487.19,952.17
welder,6,FL,MORTGAGE,20.65,40000,10,295309,21471,20100,16000,21.45,606.51,D,14683.17,1061.54
customer relations manager,5,MN,MORTGAGE,28.39,67500,11,104757,32640,10000,22875,18.45,832.16,D,21411.35,1009.38
truck driver,10,FL,MORTGAGE,16.6,80000,14,232567,44543,35700,20000,18.45,512.78,D,19374.64,892.48
loader,10,PA,MORTGAGE,27.33,55000,25,358253,236500,16200,15000,19.42,392.59,D,14697.9,450.71
driver,10,NY,RENT,13.42,117000,23,80016,36233,36200,30000,18.06,1085.48,D,27406.26,1718.08
"ecommerce, digital strategy ",7,CA,RENT,15.84,128000,11,97904,66106,50400,16000,21.85,440.54,D,15698.87,560.53
manager,10,DE,MORTGAGE,38.45,100000,38,633688,238418,171200,40000,21.45,1092.29,D,38847.77,2315.31
office administrator,9,CA,OWN,20.09,47611.2,12,51014,42264,26000,11200,20.39,299.17,D,10867.83,552.65
ny district manager,10,NC,MORTGAGE,13.56,100000,18,132739,60189,77200,40000,17.09,996.04,D,40000,0
administrator,5,TN,OWN,12.46,86000,18,72100,52581,16500,25200,17.09,627.51,D,24102.35,1388.46
lead automation engineer,6,WA,OWN,12.67,99000,6,57000,38387,44100,30000,21.45,819.22,D,28533.66,2540.38
purchasing,10,IL,RENT,13.23,114000,26,108242,90747,20900,15000,18.45,545.68,D,14365.05,441.03
warehouse assistant,3,WA,RENT,22.19,26000,4,37300,20638,37300,8000,18.45,291.03,D,7488.12,353.01
owner/stylist,10,CA,RENT,15.77,72000,13,92260,28630,79700,28000,21.45,764.6,D,26914.94,1939.97
branch administrator,10,MD,MORTGAGE,24.46,72768,18,220081,36196,9300,4000,17.47,143.55,D,3828.12,107.46
practice manager,10,FL,OWN,13.53,62000,15,28400,15621,12300,15000,17.47,538.31,D,13692.04,830.72
immigration officer,10,CA,MORTGAGE,16.57,115000,15,501277,74069,29000,23000,21.45,628.07,D,21875.8,1988.74
office manager,5,PA,OWN,10.15,50000,11,106700,15595,97700,20000,20,529.88,D,19193.94,1269.02
admissions coordinator,2,TN,OWN,17.5,35000,6,29882,24803,3500,12000,20,317.93,D,9769.13,851.29
sales,10,FL,MORTGAGE,15.84,55000,12,300977,37117,8200,10000,19.42,368.69,D,9582.94,309.53
director,10,NY,OWN,14.1,110000,23,104547,56488,53300,30000,17.47,753.18,D,29036.82,1267.24
support manager,6,TX,MORTGAGE,24.34,108000,17,399377,98220,19200,18000,19.03,660.09,D,0,1258.38
executive vice president,3,PA,MORTGAGE,1.43,250000,4,31642,13806,22800,35000,17.09,871.54,D,33475.49,1928.42
staff,2,MD,OWN,8.33,16000,10,48465,51447,4200,1750,20,65.04,D,0,29.09
title specialist,3,CA,OWN,3.31,40000,7,8600,2568,5900,30000,21.45,819.22,D,0,74.72
lieutenant,10,MA,MORTGAGE,18.66,96000,14,427091,39536,29800,19000,18.06,483.1,D,17984.13,1471.97
human services specialist iii,0,AZ,RENT,15.9,40000,13,41295,30942,9500,7550,17.47,270.95,D,7059.82,322.67
supervisor,10,CO,MORTGAGE,19.31,79000,10,375184,56206,10500,3600,20,133.79,D,3218.54,277.49
felony collections officer,10,TX,RENT,18.8,48000,11,40214,25375,3700,11000,17.09,273.92,D,10396.75,766.35
manager,7,NM,MORTGAGE,18.66,96000,11,48467,27013,4000,25000,21.85,952.83,D,23479.79,1307.93
early collector,2,TX,RENT,31.72,30000,7,52549,34717,2000,2200,18.06,79.61,D,1875.81,149.9
department administrator,7,CA,RENT,10.94,95000,11,39182,16119,10700,19000,18.06,687.47,D,17357.3,1088.12
project manager,1,IL,RENT,6.27,40000,5,23700,15694,8500,16000,21.45,436.92,D,0,12.39
data analyst,10,KS,RENT,25.73,34000,7,35375,24310,8000,24450,18.45,626.88,D,23685.48,1091.06
finance mgr,10,TX,MORTGAGE,15.8,101000,10,248423,35705,2700,25000,19.42,654.31,D,23976.58,1539.88
engineer,8,MA,OWN,10.42,100000,8,444543,37097,5800,6025,18.45,219.19,D,5639.47,259.69
maintenance,10,NY,RENT,26.43,53000,24,81862,32088,31400,18000,19.03,467.23,D,17445.97,828.63
truck driver,7,FL,RENT,25.76,50000,11,37810,18021,4600,20000,21.45,546.15,D,19022.42,1705.5
learning resource engineer,0,FL,RENT,19.57,90000,10,106140,59557,62000,25600,18.45,656.36,D,25070.44,756.92
director/paramedic,2,ID,RENT,57.17,68750,19,197224,146543,22800,17575,20.39,656.65,D,16482.58,857.62
juvenile program manager,6,GA,RENT,28.26,45000,15,274606,243125,27100,15000,17.47,376.59,D,14353.18,772.96
locker room attendant,8,CA,RENT,21.34,42000,8,23725,19118,10700,6000,18.45,218.28,D,5616.07,258.61
manager,6,RI,OWN,20.15,95000,15,343210,143323,23500,8000,21.85,304.91,D,7513.52,408.83
bus driver,3,WY,OWN,21.84,25000,11,39350,17861,18700,21600,18.45,553.8,D,21153.19,616.51
engineer,3,FL,MORTGAGE,28.56,115000,18,200790,155197,19700,12800,19.03,469.4,D,11425.01,944.95
server,2,NY,RENT,13.11,34500,7,9310,5423,1750,3600,19.42,132.73,D,3372.95,180.86
student success coach,10,OH,RENT,33.63,26551,10,28800,19490,15000,14500,19.42,379.5,D,13906.42,893.13
administrative,10,MI,MORTGAGE,29.34,80000,13,215197,80407,65500,35000,21.45,955.75,D,33289.3,2963.78
lead consulting data analyst,5,TN,RENT,21.22,105000,15,125637,103062,25900,24000,19.03,622.97,D,22749.1,1800.52
field inspector,6,NY,MORTGAGE,24.55,37200,12,97119,25103,24500,14400,18.06,366.14,D,13788.69,867.7
president,10,FL,OWN,21.36,89000,9,258439,50845,35800,20000,18.06,723.66,D,18270.81,1145.38
legal assistant,9,NY,OWN,26.33,50000,10,51829,21382,12100,17000,21.45,644.42,D,15235.3,1437.14
public utilities specialist,10,WA,OWN,26.17,96821.31,16,85567,75877,19900,21600,18.45,785.78,D,20217.93,953.13
instructor,10,TN,OWN,33.37,80000,13,60200,47334,33500,20000,20.39,747.26,D,18756.83,975.95
operations manager,2,NC,MORTGAGE,16.22,62000,8,116024,25494,8400,25000,21.45,682.68,D,24279.86,1298.11
registered nurse,10,SC,MORTGAGE,18.99,74644,14,266588,49232,35500,35000,21.85,963.68,D,34002.9,1808.97
sr claims specialist,10,MS,MORTGAGE,8.49,40000,8,37700,42293,0,7000,20.39,261.54,D,6564.89,341.58
cnc operator,3,SC,RENT,12.56,62400,14,122217,73719,45400,35000,21.45,955.75,D,33289.3,2984.63
receptionist,0,FL,RENT,17.76,58000,10,201092,20608,10400,16000,17.47,574.2,D,14961.22,668.29
property manager,5,AZ,MORTGAGE,33.44,65000,6,566764,133579,2000,35000,17.09,1249.42,D,31931.37,1895.82
visa and passport specialist,2,NY,OWN,7.24,39000,4,18600,11445,18600,30000,21.45,819.22,D,29135.83,1557.74
senior trainer,7,TX,MORTGAGE,34.11,62300,16,346418,67280,76200,20325,18.06,735.41,D,18567.75,1164
director,2,NY,MORTGAGE,19.42,130000,13,84129,38547,23700,20000,21.45,758.14,D,18353.96,1362.69
supervisor,10,MD,OWN,22.95,55000,9,53437,39051,21700,15000,19.42,392.59,D,14543.17,704.76
certified veterinary technician,2,IL,RENT,27.93,33000,14,43125,16560,6700,7200,21.45,272.93,D,6607.43,477.7
learning strategist,8,NV,MORTGAGE,15.23,48000,17,75207,105444,2400,5000,18.06,180.92,D,4567.68,293.71
technical support specialist,10,FL,MORTGAGE,13.01,125000,10,224858,49497,28700,35000,20,927.29,D,33221.93,2819.49
waitress,1,CA,RENT,34.63,33000,8,65871,36833,20300,8000,19.42,294.95,D,7495.47,371.69
registered nurse,10,MA,RENT,15,100000,7,72033,46618,33600,20000,17.47,502.12,D,19575.02,540.44
machine operator,0,UT,RENT,7.93,22560,4,12300,5683,6000,5000,21.45,189.54,D,4899.84,77.46
production operator,10,PA,MORTGAGE,9.38,60000,4,31988,17365,0,35000,21.45,955.75,D,33643.67,2424.96
vocational counselor,2,IL,RENT,24.65,56000,10,100457,93333,18000,10000,21.45,273.08,D,9612.44,692.84
branch manager,2,RI,MORTGAGE,26.19,73364,26,66467,34003,12800,10000,17.09,356.98,D,9123.24,532.17
manager of people operations,2,CO,OWN,47.54,60000,13,139148,95093,23200,20000,18.45,512.78,D,19374.64,892.48
secretary,2,FL,RENT,30.48,30000,8,45421,21950,24300,20000,20,743.28,D,18318.76,1269.66
assistant principal,10,TX,RENT,31.52,60000,9,71005,46175,19500,10000,19.03,259.58,D,9586.3,614.05
captain,10,MA,RENT,22.18,73000,7,75002,54779,14000,15000,19.03,389.36,D,14379.49,921.07
sales,7,OH,MORTGAGE,14.18,82000,16,183221,40287,24400,25000,19.03,648.93,D,23965.84,1535.13
vp security specialist,10,FL,MORTGAGE,11.31,70500,12,334672,16893,8800,24000,19.42,628.14,D,23269.08,1101.71
truck driver,0,OR,RENT,23.72,50000,8,56512,39394,5500,30000,18.45,769.17,D,29379.43,856.27
staff rn,10,LA,RENT,26.52,100000,14,138007,82211,66100,30000,19.42,785.17,D,29087.35,1378.13
branch manager,2,AK,RENT,20.84,80000,11,79838,54586,15300,11100,21.85,305.63,D,0,461.32
assistant vice president,7,NY,MORTGAGE,27.03,319000,28,933098,398755,82200,25975,21.45,709.31,D,24968.38,1799.67
testing technician,7,AR,RENT,33.1,43000,19,86837,53137,37300,20400,21.45,557.07,D,19609.44,1413.41
owner,4,FL,MORTGAGE,9.07,57000,8,24800,12690,23300,6500,17.09,232.04,D,5930.09,345.91
cashier,1,KY,RENT,1.71,35000,2,1000,778,1000,5000,21.45,189.54,D,4588.46,361.1
bakery manager,10,CA,RENT,29.06,65000,9,68201,43165,28400,31200,21.45,851.99,D,29675,2660.59
city clerk,10,TX,OWN,46.83,36000,9,63008,44761,13800,40000,17.09,996.04,D,38257.73,2165.93
hr consultant/staffing specialist,1,NM,MORTGAGE,38.56,63360,20,309014,107767,13200,8000,18.06,289.47,D,7308.3,450.13
financial consultant,0,CA,RENT,15.97,182200,15,283788,219582,95200,35000,18.06,889.92,D,0,734.9
vp,1,CA,OWN,23.77,185000,15,612835,118058,32000,35000,18.06,889.92,D,33514.2,2038.76
truck driver,10,AR,MORTGAGE,18.23,68000,5,70571,47811,4000,10000,18.06,254.27,D,9683.98,436.76
sales manager,0,MO,MORTGAGE,11.37,40000,2,17647,9269,0,10000,18.06,361.83,D,9135.4,619.63
server,0,NH,RENT,22.56,30000,7,45682,46687,21100,10200,17.09,364.12,D,9305.7,552.5
sales manager,9,IN,MORTGAGE,21.72,100000,8,187776,84389,24500,15000,21.45,409.61,D,14418.69,1117.38
sales manager,10,MA,MORTGAGE,27.36,90000,12,513762,101437,16400,15000,18.06,381.4,D,14197.97,1089.92
truck driver,6,AZ,RENT,22.99,72000,15,86372,63459,16600,9600,19.42,353.94,D,9199.63,286.8
store manager,3,NJ,RENT,37.3,48000,18,72880,63763,36700,25000,19.03,916.78,D,22869.25,1509.94
vice president,1,VA,RENT,4.9,150000,4,20500,20388,20500,35000,17.09,1249.42,D,31938.71,1853.31
pilot,10,MI,MORTGAGE,8.37,318000,7,125809,90942,7100,25000,19.03,648.93,D,0,1813.84
meat cutter,10,TN,MORTGAGE,12.39,28000,13,14500,7941,2500,3000,20,111.5,D,2682.08,236.25
attorney/shareholder,10,FL,MORTGAGE,3.18,500000,10,484800,33152,27300,35000,21.45,955.75,D,33643.67,2362.4
parts manager,2,ME,RENT,30.62,53000,14,70006,44274,18100,7500,17.09,267.74,D,6672.11,535.74
staff rn,5,ID,MORTGAGE,29.49,82000,13,442478,66677,28100,25000,21.85,688.35,D,24287.76,1322.46
lab tech,10,CA,OWN,14.42,85000,29,86575,39642,33800,20400,21.45,557.07,D,0,833.53
customer service rep,10,MO,MORTGAGE,33.7,67000,18,203734,40310,8400,30000,18.45,769.17,D,29379.43,856.27
owner / operator,10,NM,OWN,31.58,64000,11,90115,66688,17000,14000,17.09,348.62,D,13390.98,752.23
rn,10,NJ,MORTGAGE,13.48,72000,9,301914,41727,14500,30000,19.03,778.72,D,28758.99,1842.15
general manager,10,OR,RENT,8.9,65000,9,28274,19142,12500,10000,20,371.64,D,9159.37,645.94
floor manager,0,RI,OWN,13.91,37700,19,110117,109092,17900,10000,20.39,267.12,D,9703.41,482.11
bus driver,10,GA,RENT,14.04,27200,6,12300,9415,10500,10000,19.42,261.73,D,9695.43,469.83
sales associate,6,FL,RENT,12.49,20562,5,10547,4975,1500,12500,17.47,313.83,D,11960.97,692.03
deputy section manager,8,OR,MORTGAGE,35.43,84000,14,349090,130166,25500,32000,18.45,1164.12,D,0,957.27
property manager,0,WA,MORTGAGE,5.6,87500,10,258894,19878,0,3000,18.45,109.14,D,2873,94.36
owner,10,MA,MORTGAGE,11.36,60000,9,555163,16501,9800,8425,17.09,300.76,D,7686.31,444.35
account manager,0,NH,OWN,27.64,70000,9,135744,112846,5700,10000,18.45,256.39,D,9687.32,435.99
sr software engineer,2,PA,RENT,15.62,125000,7,82073,53245,22200,6500,19.03,238.37,D,5801.75,479.86
owner,5,NY,MORTGAGE,31.68,35000,6,53185,39079,20300,7000,18.45,254.65,D,6552.11,308.88
case manager,10,MO,RENT,32.67,40000,6,47549,38126,3911,18000,17.09,642.56,D,16013.16,1260.14
event planner,3,PA,MORTGAGE,30.55,49200,9,225361,30227,22500,10000,20,371.64,D,8987.68,526.69
clerical asscociate ll,10,NY,RENT,3.35,38000,3,3800,3279,0,30000,21.45,1137.2,D,27530.98,2044.03
forman,7,TN,RENT,21.8,120000,11,87648,70365,3000,20000,18.06,723.66,D,18270.81,1145.38
ophthalmic technician,3,RI,MORTGAGE,25.81,50000,8,318707,11960,500,7000,17.09,249.89,D,6227.3,473.43
cashier,10,FL,MORTGAGE,19.55,76000,18,249700,44826,62100,18000,19.42,471.1,D,17451.82,845.7
sr staffing consultant,3,CT,MORTGAGE,7.45,97000,7,341714,17138,13800,30000,19.42,785.17,D,29086.36,1377.14
packer handler,10,RI,OWN,25.9,70000,27,251494,50943,51800,24000,19.42,884.85,D,22486.42,1115.08
production manager,10,UT,RENT,5.92,98560,12,22650,7144,12650,18000,17.47,451.91,D,16905.13,743.39
electro-mechanical tech,0,MA,RENT,4.27,45000,4,7700,6632,7000,10000,18.06,361.83,D,9135.4,572.69
director,10,PA,MORTGAGE,26.2,64449,15,110809,92802,8800,10000,17.09,249.01,D,9451.63,687.19
home health aide,3,NY,RENT,14.46,42500,8,18520,12299,10550,6650,17.09,237.39,D,5915.97,446.61
rn,2,KY,MORTGAGE,22.1,81000,15,268803,83976,21300,12000,17.09,298.82,D,11477.29,649.78
cna,1,IL,MORTGAGE,7.51,35000,9,60500,7921,8500,5000,18.06,180.92,D,4678.2,210.93
ics- data- manager,10,NY,OWN,12.31,167000,22,73356,52616,9300,35000,21.45,955.75,D,33643.67,2424.96
customer service rep,3,PA,RENT,33.77,37000,22,103714,75368,4800,12800,20,475.7,D,11724,798.36
cook,8,GA,MORTGAGE,36.53,53701,19,122772,35521,25300,12950,17.47,325.13,D,12534.21,534.46
biller and collector,2,CA,OWN,27.16,33000,8,41068,34397,8600,12800,20.39,478.25,D,12004.36,610.11
dentist,10,OH,MORTGAGE,16.94,420000,51,515651,198508,65600,30000,20,794.82,D,0,1288.48
