Age,Gender,NumberOfChildren,CountryOfResidence,LanguageAtHome,HoursSpentLearningToCode,Income,StudentDebtOwe,IsSoftwareDev,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,YearsSpentLearningToCode,LearningViaBooks,LearningViaCoursera
40,male,2,Poland,Polish,20,NA,NA,False,married or domestic partnership,0,60,5,NA,1
38,male,4,United States of America,English,5,NA,NA,True,married or domestic partnership,0,120,10,NA,1
37,male,2,United States of America,English,25,28000,15000,True,married or domestic partnership,3000,12,1,NA,NA
50,male,1,United States of America,English,10,30000,NA,True,married or domestic partnership,500,15,1.25,NA,1
46,male,2,South Africa,English,20,90000,NA,True,married or domestic partnership,3000,312,26,NA,NA
44,male,1,Bulgaria,Burmese,12,25000,NA,True,married or domestic partnership,200,36,3,NA,NA
52,female,2,United States of America,English,12,96000,NA,False,divorced,2500,18,1.5,NA,1
34,male,2,Canada,English,2,46000,NA,True,married or domestic partnership,0,120,10,NA,NA
28,male,1,United States of America,English,20,NA,NA,True,married or domestic partnership,200,72,6,1,NA
33,male,3,United States of America,English,30,43000,50000,False,married or domestic partnership,NA,16,1.333333333,NA,NA
32,male,1,United States of America,English,20,50000,NA,False,married or domestic partnership,50,3,0.25,NA,NA
32,male,1,United States of America,Russian,7,55000,40000,False,divorced,500,1,0.08333333333,NA,NA
35,male,3,United States of America,English,25,58000,6500,True,married or domestic partnership,17000,21,1.75,NA,NA
35,male,1,United States of America,English,40,NA,25000,False,married or domestic partnership,200,12,1,NA,NA
36,male,3,United States of America,English,20,26000,NA,False,married or domestic partnership,1000,6,0.5,NA,NA
36,male,7,South Africa,English,4,12300,NA,False,married or domestic partnership,1200,5,0.4166666667,NA,NA
32,male,3,United States of America,English,10,30000,NA,False,married or domestic partnership,50,8,0.6666666667,NA,NA
31,male,2,Denmark,Swedish,7,50000,NA,False,married or domestic partnership,100,3,0.25,NA,1
33,male,1,United States of America,English,10,84000,NA,False,married or domestic partnership,200,3,0.25,NA,1
40,male,2,United States of America,Greek,10,120000,NA,False,married or domestic partnership,500,10,0.8333333333,NA,NA
30,male,2,United States of America,English,1,120000,NA,False,married or domestic partnership,0,4,0.3333333333,NA,1
36,male,2,United States of America,Gujarati,10,110000,NA,True,married or domestic partnership,0,120,10,NA,NA
55,male,1,United States of America,English,24,NA,24000,False,divorced,1000,6,0.5,NA,NA
34,male,2,Canada,French,4,38223,NA,True,married or domestic partnership,150,120,10,NA,NA
46,male,1,Saudi Arabia,English,5,80000,3000,False,married or domestic partnership,0,24,2,NA,1
28,male,1,Sweden,English,30,NA,25000,False,separated,0,10,0.8333333333,NA,1
31,male,2,United States of America,English,5,86000,120000,False,married or domestic partnership,0,6,0.5,NA,NA
44,male,2,Belgium,English,30,NA,NA,False,married or domestic partnership,0,36,3,NA,1
43,male,2,United Kingdom,English,5,75000,NA,False,divorced,400,4,0.3333333333,NA,NA
37,male,2,United States of America,English,13,45000,60000,False,married or domestic partnership,0,12,1,NA,NA
37,male,2,United Kingdom,English,20,75000,25000,True,married or domestic partnership,0,18,1.5,NA,1
42,male,1,United States of America,English,5,67000,NA,False,married or domestic partnership,1000,10,0.8333333333,NA,1
38,male,1,United States of America,Korean,10,60000,NA,False,married or domestic partnership,200,6,0.5,NA,NA
40,male,3,United States of America,English,6,32000,NA,True,married or domestic partnership,200,18,1.5,NA,NA
33,female,2,United States of America,English,10,71000,NA,True,married or domestic partnership,10000,24,2,NA,NA
47,male,3,United States of America,English,30,76500,35000,False,married or domestic partnership,200,1,0.08333333333,NA,1
56,male,2,United States of America,English,10,NA,NA,False,married or domestic partnership,100,6,0.5,NA,NA
40,male,1,United Kingdom,English,25,NA,NA,False,married or domestic partnership,0,12,1,NA,NA
45,male,1,Argentina,Spanish,10,12000,NA,False,married or domestic partnership,300,16,1.333333333,NA,1
49,male,1,United States of America,English,20,13000,NA,True,married or domestic partnership,6000,24,2,NA,NA
33,female,2,United States of America,English,14,NA,35000,False,married or domestic partnership,500,6,0.5,NA,NA
29,male,2,United States of America,English,40,55000,13000,True,married or domestic partnership,0,144,12,NA,1
50,female,2,United States of America,English,24,NA,NA,False,married or domestic partnership,16000,17,1.416666667,NA,NA
45,male,2,United States of America,English,20,70000,NA,False,married or domestic partnership,70,5,0.4166666667,NA,NA
33,male,1,Germany,Russian,6,50000,NA,True,married or domestic partnership,200,120,10,NA,1
47,male,1,United States of America,English,6,NA,NA,False,"single, never married",100,12,1,1,NA
57,male,1,United States of America,English,20,NA,50000,False,married or domestic partnership,0,432,36,NA,NA
40,male,4,United States of America,English,4,36000,22000,True,married or domestic partnership,20,24,2,NA,1
31,male,1,Tunisia,Arabic,14,8000,9000,True,married or domestic partnership,500,14,1.166666667,NA,NA
39,male,2,Sweden,Swedish,20,42000,NA,False,married or domestic partnership,500,20,1.666666667,NA,1
50,male,2,United States of America,English,4,200000,NA,False,married or domestic partnership,200,4,0.3333333333,NA,NA
34,female,2,United States of America,English,20,NA,50000,False,divorced,10,2,0.1666666667,NA,1
35,male,2,Honduras,Spanish,2,22000,NA,False,married or domestic partnership,1000,18,1.5,NA,NA
65,male,2,United States of America,English,10,200000,NA,True,married or domestic partnership,70000,135,11.25,NA,NA
35,male,4,United Kingdom,English,16,NA,18000,True,married or domestic partnership,0,30,2.5,NA,NA
38,female,1,United States of America,English,5,25000,NA,False,"single, never married",0,0,0,NA,NA
39,male,3,United States of America,English,10,40000,25000,True,married or domestic partnership,250,15,1.25,NA,1
39,male,2,United States of America,English,8,NA,NA,True,married or domestic partnership,NA,92,7.666666667,NA,1
40,male,1,Portugal,Portuguese,5,25000,NA,True,married or domestic partnership,0,120,10,NA,NA
50,male,3,United States of America,English,20,44000,NA,False,married or domestic partnership,200,4,0.3333333333,NA,NA
50,male,4,Brazil,Portuguese,6,70000,NA,False,married or domestic partnership,0,2,0.1666666667,NA,NA
35,male,1,United States of America,English,2,50000,NA,True,married or domestic partnership,1500,6,0.5,NA,NA
33,male,2,United States of America,English,30,53000,NA,False,married or domestic partnership,100,0,0,NA,NA
29,male,1,Spain,Romanian,8,60000,NA,False,married or domestic partnership,100,24,2,NA,NA
33,male,2,United States of America,English,15,35000,60000,False,married or domestic partnership,600,60,5,NA,NA
35,male,1,United States of America,English,5,35000,15000,True,married or domestic partnership,0,7,0.5833333333,NA,NA
NA,female,2,United States of America,English,5,87000,18000,False,"single, never married",2100,3,0.25,NA,NA
28,male,1,United States of America,Russian,40,NA,NA,True,married or domestic partnership,0,96,8,NA,NA
39,male,2,Mexico,Spanish,8,20000,NA,True,married or domestic partnership,1000,60,5,NA,1
38,male,2,United States of America,English,20,65000,NA,True,married or domestic partnership,300,180,15,NA,NA
35,male,1,United States of America,English,10,120000,NA,False,"single, never married",3400,24,2,NA,NA
36,male,2,United States of America,English,20,50000,12000,False,married or domestic partnership,500,24,2,NA,1
32,male,1,United States of America,English,10,NA,NA,True,divorced,NA,48,4,NA,NA
35,female,2,United States of America,English,3,100000,8000,False,married or domestic partnership,500,5,0.4166666667,NA,NA
25,male,1,Russia,Russian,20,10000,NA,True,married or domestic partnership,1000,30,2.5,NA,NA
32,male,1,United States of America,NA,2,NA,NA,False,married or domestic partnership,2000,8,0.6666666667,NA,NA
55,female,4,United States of America,English,10,85000,NA,False,married or domestic partnership,0,10,0.8333333333,NA,NA
45,female,1,United States of America,English,10,40000,40000,False,married or domestic partnership,10000,9,0.75,NA,NA
33,male,1,United States of America,English,10,NA,30000,False,"single, never married",100,12,1,NA,1
NA,male,2,Kenya,English,3,NA,NA,True,married or domestic partnership,100,12,1,NA,NA
47,female,1,United States of America,English,20,NA,NA,True,divorced,500,15,1.25,NA,NA
29,male,1,Denmark,NA,20,NA,12000,False,married or domestic partnership,0,0,0,NA,NA
34,male,2,United States of America,English,20,28000,100000,False,"single, never married",0,2,0.1666666667,NA,1
44,male,1,United States of America,English,10,NA,10000,False,"single, never married",2000,6,0.5,NA,NA
34,male,1,United States of America,English,5,139000,NA,False,married or domestic partnership,15,1,0.08333333333,NA,NA
39,female,2,United States of America,English,10,NA,NA,False,married or domestic partnership,500,12,1,NA,NA
31,male,1,United States of America,Arabic,10,37500,NA,False,married or domestic partnership,400,2,0.1666666667,NA,NA
27,male,1,United States of America,English,20,14000,10000,False,married or domestic partnership,30,13,1.083333333,NA,NA
25,male,1,Mexico,Spanish,6,6000,NA,True,married or domestic partnership,50,8,0.6666666667,NA,NA
36,female,1,United States of America,English,40,NA,2000,False,married or domestic partnership,5000,4,0.3333333333,NA,NA
56,male,3,United States of America,English,10,124000,NA,True,married or domestic partnership,4000,720,60,NA,1
32,male,3,Mexico,Spanish,10,12000,NA,True,married or domestic partnership,1000,8,0.6666666667,NA,1
44,male,2,United States of America,English,2,40000,NA,False,married or domestic partnership,200,6,0.5,NA,NA
41,male,1,United States of America,English,10,40000,35000,False,divorced,400,24,2,NA,NA
34,male,5,United States of America,English,10,80000,NA,False,married or domestic partnership,18,1,0.08333333333,NA,NA
47,male,3,Canada,English,10,NA,NA,False,married or domestic partnership,1000,10,0.8333333333,NA,NA
39,female,4,United States of America,English,3,NA,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
59,male,3,United States of America,English,4,130000,NA,True,married or domestic partnership,3000,480,40,NA,1
33,NA,2,South Africa,English,10,30000,NA,False,married or domestic partnership,0,5,0.4166666667,NA,NA
29,male,1,United States of America,English,5,50000,150000,True,married or domestic partnership,0,48,4,NA,NA
32,male,3,United States of America,English,20,50000,16000,False,married or domestic partnership,500,200,16.66666667,NA,NA
37,male,2,Korea South,English,6,55000,NA,False,married or domestic partnership,4000,12,1,NA,NA
21,male,1,United States of America,English,20,14000,NA,False,"single, never married",0,3,0.25,NA,NA
47,male,1,United States of America,English,2,32000,30000,False,"single, never married",100,12,1,NA,NA
25,male,1,United States of America,English,5,40000,16000,True,married or domestic partnership,500,24,2,NA,NA
34,male,1,United States of America,English,5,120000,NA,True,married or domestic partnership,0,240,20,NA,NA
27,female,2,United States of America,English,2,36000,42000,False,married or domestic partnership,0,0,0,NA,NA
34,male,2,United States of America,English,1,40000,25000,True,divorced,0,72,6,NA,NA
41,male,1,United States of America,English,15,45000,62000,False,married or domestic partnership,5000,20,1.666666667,NA,1
42,male,1,United States of America,English,20,35000,NA,False,married or domestic partnership,30,2,0.1666666667,NA,NA
45,female,1,United States of America,Ukrainian,25,NA,NA,False,married or domestic partnership,0,12,1,NA,1
30,female,1,United States of America,English,12,80000,NA,False,married or domestic partnership,0,6,0.5,NA,NA
31,male,2,United States of America,English,5,45000,65000,True,married or domestic partnership,50,13,1.083333333,NA,NA
39,male,1,United States of America,English,25,85000,NA,False,married or domestic partnership,500,48,4,NA,NA
36,male,2,Argentina,Spanish,8,15000,NA,True,married or domestic partnership,0,36,3,NA,1
31,female,2,United States of America,English,NA,66000,50000,False,married or domestic partnership,0,NA,#VALUE!,NA,NA
36,male,3,United States of America,English,3,55000,50000,False,married or domestic partnership,10,9,0.75,NA,1
29,male,1,Canada,Russian,3,35000,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
29,male,1,United States of America,Spanish,10,16000,NA,True,married or domestic partnership,NA,12,1,NA,NA
35,female,1,United States of America,English,2,NA,60000,False,"single, never married",5,48,4,NA,1
43,male,3,United States of America,English,20,80000,50000,True,married or domestic partnership,200,9,0.75,NA,NA
40,female,1,United States of America,English,NA,20000,90000,False,"single, never married",0,0,0,NA,NA
33,female,4,United States of America,English,40,28000,50000,True,married or domestic partnership,100,6,0.5,NA,NA
38,male,4,United States of America,English,0,38000,NA,False,divorced,300,0,0,NA,NA
35,male,2,India,Marathi,2,40000,NA,False,married or domestic partnership,0,2,0.1666666667,NA,NA
45,male,2,United States of America,Mandarin Chinese,8,10000,NA,False,married or domestic partnership,1000,3,0.25,NA,1
21,male,1,Brazil,Portuguese,16,6800,NA,True,married or domestic partnership,50,36,3,NA,NA
32,male,1,United States of America,English,20,NA,30000,False,married or domestic partnership,3250,15,1.25,NA,NA
53,male,2,United States of America,English,2,NA,NA,False,married or domestic partnership,100,12,1,NA,NA
23,male,1,United States of America,Spanish,60,NA,NA,False,married or domestic partnership,NA,6,0.5,NA,NA
46,male,2,Mexico,Spanish,10,8000,NA,False,married or domestic partnership,5000,1,0.08333333333,NA,NA
38,male,2,United States of America,English,10,44000,NA,False,married or domestic partnership,300,2,0.1666666667,NA,NA
29,male,2,United States of America,English,10,15000,NA,False,married or domestic partnership,0,10,0.8333333333,NA,NA
47,female,1,United States of America,English,20,NA,NA,False,married or domestic partnership,500,0,0,NA,NA
52,male,2,United States of America,English,10,41000,12000,False,divorced,15000,16,1.333333333,NA,1
45,male,1,United States of America,English,10,80000,NA,False,married or domestic partnership,400,0,0,NA,NA
36,male,2,Denmark,Dutch,10,95000,8000,False,married or domestic partnership,0,1,0.08333333333,NA,NA
30,female,1,Bolivia,Spanish,1,10000,NA,True,married or domestic partnership,500,48,4,NA,NA
34,male,1,United States of America,English,20,55000,NA,False,divorced,75,10,0.8333333333,NA,NA
30,male,1,United States of America,English,20,160000,NA,True,married or domestic partnership,0,60,5,NA,NA
47,female,1,United States of America,English,30,NA,183000,False,married or domestic partnership,1000,12,1,NA,NA
46,male,2,United States of America,English,10,NA,NA,False,married or domestic partnership,300,12,1,NA,NA
34,male,1,United States of America,Portuguese,5,30000,NA,False,married or domestic partnership,0,2,0.1666666667,NA,NA
32,male,2,Spain,Spanish,1,36000,NA,True,married or domestic partnership,0,112,9.333333333,NA,1
36,female,2,Hungary,Hungarian,10,8000,NA,False,married or domestic partnership,70,3,0.25,NA,NA
38,male,3,United States of America,English,5,30000,NA,False,divorced,0,0,0,NA,NA
32,male,1,Romania,Romanian,6,12000,NA,False,married or domestic partnership,0,12,1,NA,NA
47,female,6,United States of America,English,3,104000,65000,False,married or domestic partnership,500,2,0.1666666667,NA,NA
29,male,1,United States of America,English,5,28000,NA,False,married or domestic partnership,0,12,1,NA,NA
27,male,1,United States of America,English,40,7000,NA,False,married or domestic partnership,700,18,1.5,NA,NA
38,female,2,United States of America,English,20,NA,35000,False,divorced,0,0,0,NA,NA
42,male,5,United States of America,English,3,160000,NA,False,married or domestic partnership,1000,6,0.5,NA,NA
37,male,1,Slovenia,Serbo-Croatian,15,45000,NA,False,married or domestic partnership,1000,6,0.5,NA,NA
38,male,2,United States of America,Telugu,8,100000,NA,True,married or domestic partnership,1000,120,10,NA,1
NA,male,1,Peru,Spanish,4,30000,NA,False,married or domestic partnership,600,6,0.5,NA,1
40,male,3,United States of America,English,3,50000,1000,False,married or domestic partnership,100,2,0.1666666667,NA,NA
34,male,1,Poland,Polish,20,NA,NA,True,married or domestic partnership,NA,8,0.6666666667,NA,NA
44,male,1,United States of America,English,3,80000,NA,False,married or domestic partnership,1000,3,0.25,NA,NA
49,male,2,United States of America,English,12,100000,30000,True,married or domestic partnership,3000,180,15,NA,NA
27,male,2,United States of America,English,4,100000,12000,True,married or domestic partnership,300,52,4.333333333,NA,NA
34,male,1,Poland,Polish,30,NA,NA,False,married or domestic partnership,0,100,8.333333333,NA,NA
30,male,2,Canada,French,15,90000,NA,False,"single, never married",100,120,10,NA,NA
41,female,1,Canada,English,15,40000,NA,False,"single, never married",0,2,0.1666666667,NA,NA
26,male,1,Ecuador,Spanish,20,NA,NA,False,married or domestic partnership,0,4,0.3333333333,NA,1
29,male,2,Hungary,Hungarian,6,15000,9000,False,married or domestic partnership,100,1,0.08333333333,NA,NA
35,male,2,Canada,English,15,90000,NA,False,married or domestic partnership,0,6,0.5,NA,NA
34,male,1,United Kingdom,English,5,23000,11000,False,married or domestic partnership,50,3,0.25,NA,NA
31,male,2,Bulgaria,English,4,9000,NA,False,married or domestic partnership,10000,6,0.5,NA,NA
31,male,1,Brazil,Portuguese,4,20000,NA,False,"single, never married",0,3,0.25,NA,1
46,male,2,Italy,Italian,5,NA,NA,False,married or domestic partnership,300,12,1,NA,1
28,male,1,United States of America,English,15,34000,30000,False,married or domestic partnership,1000,6,0.5,NA,NA
28,female,2,United States of America,English,25,15000,50000,True,married or domestic partnership,40,6,0.5,NA,NA
48,male,1,United States of America,English,32,52000,NA,False,divorced,300,3,0.25,NA,1
25,male,2,United States of America,English,7,21000,NA,False,married or domestic partnership,700,1,0.08333333333,NA,1
29,male,1,Mexico,Spanish,3,16040,NA,True,married or domestic partnership,5000,60,5,NA,1
40,male,1,Costa Rica,Spanish,3,NA,NA,False,married or domestic partnership,1500,12,1,NA,1
30,female,1,Bulgaria,NA,4,NA,NA,False,married or domestic partnership,0,2,0.1666666667,NA,NA
37,male,2,New Zealand,English,5,90000,NA,True,married or domestic partnership,5000,60,5,NA,NA
41,female,1,United States of America,English,1,47000,200000,False,"single, never married",250,0,0,NA,1
39,male,1,United States of America,English,6,30000,100000,False,married or domestic partnership,4000,12,1,NA,NA
38,male,2,"Netherlands (Holland, Europe)",Dutch,4,NA,NA,False,married or domestic partnership,0,5,0.4166666667,NA,NA
34,male,1,United States of America,English,15,60000,6000,True,married or domestic partnership,500,15,1.25,NA,NA
33,male,2,Ukraine,Russian,20,15000,NA,False,married or domestic partnership,400,4,0.3333333333,NA,1
41,male,4,Chile,Spanish,5,60000,NA,False,married or domestic partnership,0,12,1,NA,NA
33,male,2,United States of America,English,1,NA,NA,False,married or domestic partnership,0,6,0.5,NA,1
27,male,2,United States of America,English,10,35000,NA,False,married or domestic partnership,20,6,0.5,NA,NA
29,male,1,Brazil,Portuguese,2,20000,NA,True,married or domestic partnership,0,1,0.08333333333,NA,NA
45,male,3,United States of America,English,10,40000,NA,False,married or domestic partnership,0,NA,#VALUE!,NA,NA
32,male,1,Canada,Ukrainian,0,50000,NA,True,married or domestic partnership,0,180,15,NA,NA
45,female,1,United States of America,English,28,NA,60000,False,married or domestic partnership,3000,10,0.8333333333,NA,NA
52,male,3,United States of America,English,5,40000,NA,False,widowed,500,3,0.25,NA,NA
31,male,3,United States of America,English,8,71000,NA,True,married or domestic partnership,300,275,22.91666667,NA,1
33,male,1,Germany,German,4,40000,NA,True,married or domestic partnership,400,12,1,NA,1
63,male,3,United States of America,English,40,NA,5000,False,married or domestic partnership,1000,12,1,NA,1
31,male,1,South Africa,English,5,20000,NA,True,married or domestic partnership,5000,36,3,NA,1
39,male,4,Nigeria,English,10,10000,NA,False,married or domestic partnership,0,24,2,NA,1
26,male,1,United States of America,English,5,40000,45000,True,married or domestic partnership,12000,12,1,NA,NA
34,female,1,Hungary,Hungarian,10,NA,NA,False,married or domestic partnership,0,15,1.25,NA,1
51,male,1,United States of America,English,20,120000,NA,True,married or domestic partnership,200,24,2,1,NA
25,agender,1,Russia,Russian,14,6000,NA,True,married or domestic partnership,20,12,1,NA,1
46,male,1,Ireland,Portuguese,2,80000,NA,True,married or domestic partnership,0,200,16.66666667,NA,NA
37,male,1,United States of America,English,2,47000,NA,False,married or domestic partnership,0,0,0,NA,NA
35,male,1,United States of America,English,4,55000,NA,False,married or domestic partnership,0,3,0.25,NA,NA
40,male,2,Canada,English,5,32000,NA,False,separated,0,3,0.25,NA,NA
37,male,1,United States of America,English,7,60000,NA,True,divorced,3000,30,2.5,NA,NA
61,male,1,United States of America,English,25,NA,25000,False,married or domestic partnership,NA,360,30,NA,NA
30,male,2,Hungary,Hungarian,14,16000,NA,False,married or domestic partnership,350,3,0.25,NA,1
47,male,2,Spain,Spanish,3,NA,NA,False,married or domestic partnership,500,120,10,NA,1
37,male,2,Korea South,English,10,55000,20000,False,married or domestic partnership,50,6,0.5,NA,NA
29,male,1,Brazil,Portuguese,20,27500,NA,False,married or domestic partnership,20,18,1.5,NA,NA
43,female,1,United States of America,English,5,35000,40000,False,divorced,100,12,1,NA,NA
42,male,5,United States of America,English,20,62000,22000,False,married or domestic partnership,50,48,4,NA,1
40,male,4,United States of America,English,30,NA,28000,False,married or domestic partnership,15,6,0.5,NA,NA
37,male,1,United States of America,English,15,NA,NA,True,married or domestic partnership,1000,36,3,NA,NA
40,male,3,Great Britain,English,6,NA,NA,False,married or domestic partnership,0,3,0.25,NA,NA
26,male,2,Brazil,Portuguese,8,40000,NA,True,married or domestic partnership,1000,78,6.5,NA,NA
41,male,2,United States of America,Tamil,5,130000,NA,False,married or domestic partnership,500,60,5,NA,1
29,male,1,United States of America,English,20,100000,NA,False,"single, never married",1000,8,0.6666666667,NA,NA
32,female,3,United States of America,English,20,NA,30000,False,married or domestic partnership,200,10,0.8333333333,NA,NA
50,male,1,Malaysia,English,5,40000,NA,False,married or domestic partnership,0,3,0.25,NA,NA
41,female,1,Trinidad & Tobago,English,8,40000,NA,False,"single, never married",50,2,0.1666666667,NA,NA
42,male,1,Canada,English,8,36000,8000,False,married or domestic partnership,200,4,0.3333333333,NA,NA
33,male,2,Australia,English,5,60000,NA,True,married or domestic partnership,0,60,5,NA,1
37,male,2,United States of America,English,25,NA,NA,False,married or domestic partnership,800,6,0.5,NA,NA
31,male,1,Australia,English,10,60000,NA,True,married or domestic partnership,500,80,6.666666667,NA,NA
33,male,3,United States of America,English,5,59000,5000,True,married or domestic partnership,10,200,16.66666667,NA,1
56,female,1,United States of America,English,14,11000,NA,True,"single, never married",850,46,3.833333333,NA,NA
32,male,1,Mexico,Spanish,3,8000,10000,False,"single, never married",0,3,0.25,NA,NA
28,male,1,United States of America,English,10,NA,NA,True,"single, never married",18000,11,0.9166666667,NA,NA
36,male,1,Brazil,Portuguese,6,13000,NA,False,married or domestic partnership,200,9,0.75,NA,1
30,male,2,United States of America,English,10,95000,NA,False,married or domestic partnership,400,24,2,NA,NA
51,male,1,United States of America,English,6,NA,NA,False,"single, never married",700,3,0.25,NA,NA
37,male,3,United States of America,English,15,60000,NA,False,"single, never married",300,2,0.1666666667,NA,NA
35,male,1,United States of America,English,10,14000,65000,True,married or domestic partnership,80,NA,#VALUE!,NA,1
32,male,2,United States of America,English,20,33000,70000,True,married or domestic partnership,60,4,0.3333333333,NA,NA
34,male,1,Macedonia,Serbo-Croatian,14,40000,NA,False,married or domestic partnership,2000,6,0.5,NA,1
28,male,1,United States of America,English,15,25000,NA,False,"single, never married",NA,3,0.25,NA,NA
42,male,1,Argentina,Spanish,5,10000,NA,False,married or domestic partnership,150,9,0.75,NA,NA
50,male,2,Malaysia,English,5,20000,NA,False,married or domestic partnership,5000,3,0.25,NA,NA
32,male,2,United States of America,English,20,51000,NA,False,married or domestic partnership,0,12,1,NA,1
45,male,2,Greece,Greek,25,NA,NA,False,married or domestic partnership,0,2,0.1666666667,NA,NA
30,male,2,United States of America,English,5,NA,NA,False,married or domestic partnership,0,12,1,NA,1
28,male,1,Canada,English,2,NA,5000,False,married or domestic partnership,100,12,1,NA,1
30,male,2,United States of America,English,5,85000,20000,False,married or domestic partnership,0,24,2,NA,1
NA,female,2,United States of America,English,5,NA,NA,False,married or domestic partnership,NA,NA,#VALUE!,NA,1
43,male,3,United States of America,English,6,200000,NA,False,married or domestic partnership,100,3,0.25,NA,1
33,female,1,Australia,English,20,28600,NA,True,married or domestic partnership,100,6,0.5,NA,1
33,male,1,United States of America,English,10,60000,70000,False,married or domestic partnership,0,6,0.5,NA,NA
36,female,1,United States of America,English,8,44000,NA,False,"single, never married",NA,0,0,NA,NA
37,male,1,United States of America,English,6,30000,12000,True,married or domestic partnership,1200,25,2.083333333,NA,NA
31,male,2,"Netherlands (Holland, Europe)",English,10,35000,7000,True,"single, never married",250,12,1,NA,1
41,male,1,Australia,English,10,25000,NA,True,married or domestic partnership,0,600,50,NA,NA
33,male,2,United States of America,English,5,22000,15000,False,married or domestic partnership,0,7,0.5833333333,NA,1
36,male,1,United Kingdom,Polish,10,20000,NA,False,married or domestic partnership,500,3,0.25,NA,NA
27,male,1,United States of America,English,10,30000,15000,False,"single, never married",200,3,0.25,NA,NA
39,male,1,United States of America,English,0,145000,NA,False,married or domestic partnership,0,0,0,NA,NA
37,male,2,United States of America,English,30,NA,90000,False,married or domestic partnership,0,1,0.08333333333,NA,NA
40,female,1,United States of America,English,8,72000,80000,False,"single, never married",0,2,0.1666666667,NA,NA
37,female,4,United States of America,Spanish,1,NA,20000,False,married or domestic partnership,0,0,0,NA,1
28,male,1,United States of America,English,10,47000,10000,True,married or domestic partnership,150,5,0.4166666667,NA,1
30,male,1,United States of America,English,20,80000,NA,False,"single, never married",5000,10,0.8333333333,NA,NA
25,female,1,United States of America,English,8,30000,8000,False,"single, never married",0,3,0.25,NA,NA
33,male,1,United States of America,English,2,58000,55000,False,married or domestic partnership,200,3,0.25,NA,1
33,male,1,United States of America,English,4,NA,16000,False,married or domestic partnership,1500,11,0.9166666667,NA,1
33,male,2,United States of America,English,21,80000,30000,False,married or domestic partnership,0,7,0.5833333333,NA,NA
48,male,2,Canada,English,6,NA,NA,True,married or domestic partnership,0,120,10,NA,NA
31,male,2,United States of America,English,20,NA,NA,True,married or domestic partnership,500,100,8.333333333,1,NA
30,male,1,Canada,English,20,NA,NA,False,married or domestic partnership,500,30,2.5,NA,1
30,male,2,United States of America,English,40,40000,NA,False,married or domestic partnership,4000,1,0.08333333333,NA,1
49,female,3,United States of America,English,5,NA,NA,True,married or domestic partnership,20000,15,1.25,NA,NA
25,male,1,United States of America,English,10,80000,NA,False,married or domestic partnership,0,8,0.6666666667,NA,NA
37,male,1,United States of America,English,15,29000,4000,False,married or domestic partnership,250,15,1.25,NA,NA
31,male,1,Jamaica,English,4,10000,NA,False,married or domestic partnership,700,4,0.3333333333,NA,1
50,female,2,United States of America,English,5,36000,NA,False,married or domestic partnership,50,7,0.5833333333,NA,NA
33,male,1,United States of America,English,12,70000,NA,False,married or domestic partnership,0,1,0.08333333333,NA,1
34,female,2,United States of America,English,10,NA,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
39,male,2,United States of America,English,6,130000,75000,False,married or domestic partnership,0,400,33.33333333,NA,NA
38,male,2,United States of America,English,2,110000,NA,True,married or domestic partnership,0,168,14,NA,NA
44,male,3,United States of America,English,10,47500,NA,True,divorced,950,9,0.75,NA,NA
43,male,3,United States of America,English,10,60000,NA,False,married or domestic partnership,0,12,1,NA,NA
33,male,3,NA,Malay Bhasa Indonesia,35,NA,35000,False,married or domestic partnership,500,3,0.25,NA,NA
60,male,2,United States of America,English,2,85000,NA,True,married or domestic partnership,25000,24,2,NA,1
32,male,1,Taiwan,Mandarin Chinese,4,13000,11000,True,married or domestic partnership,3000,20,1.666666667,NA,NA
32,male,2,United States of America,English,10,50000,NA,True,married or domestic partnership,0,48,4,NA,NA
41,male,3,El Salvador,Spanish,6,NA,NA,False,married or domestic partnership,0,6,0.5,NA,1
34,male,1,New Zealand,English,15,35000,50000,True,married or domestic partnership,20,24,2,NA,NA
24,male,1,United States of America,English,5,NA,NA,False,"single, never married",0,8,0.6666666667,NA,NA
35,male,2,Philippines,Tagalog,4,17000,NA,True,married or domestic partnership,1,4,0.3333333333,NA,NA
55,male,2,United States of America,English,6,78000,NA,False,married or domestic partnership,4000,36,3,NA,NA
47,female,2,United States of America,English,5,8000,38000,False,divorced,18000,26,2.166666667,NA,NA
36,male,1,Canada,Bengali,10,38000,NA,False,married or domestic partnership,5000,2,0.1666666667,NA,NA
38,male,1,Korea South,English,15,45000,NA,False,married or domestic partnership,100,6,0.5,NA,NA
40,male,2,Thailand,Thai,10,50000,NA,False,married or domestic partnership,0,12,1,NA,NA
32,male,2,United States of America,English,6,20000,NA,False,"single, never married",60,6,0.5,NA,NA
45,male,2,United States of America,Spanish,10,81000,NA,True,married or domestic partnership,1500,12,1,NA,1
55,male,3,United States of America,English,8,NA,NA,False,married or domestic partnership,5000,30,2.5,NA,NA
29,female,1,United States of America,English,10,70000,45000,True,"single, never married",600,3,0.25,NA,NA
50,female,1,United States of America,English,20,70000,200000,False,"single, never married",200,1,0.08333333333,NA,1
